Plant Id,Plant Name,Operator Name,Operator Id,Plant State,Census Region,NERC Region,NAICS Code,Sector Number,Sector Name,Generator Id,January,February,March,April,May,June,July,August,September,October,November,December,Yearly_generation,BA_CODE,YEAR
54087,International Paper Georgetown Mill,International Paper Co-GT Mill,9390,SC,SAT,SERC,322122,7,Industrial NAICS Cogen,GEN2,"13,771","13,285","9,852","11,906","12,203","13,713","13,864","14,438","12,642","13,713","14,036","11,305",154728.00,SC,2022
54087,International Paper Georgetown Mill,International Paper Co-GT Mill,9390,SC,SAT,SERC,322122,7,Industrial NAICS Cogen,GEN3,"13,915","12,740","11,615","11,970","13,015","13,440","13,634","14,195","12,534","10,696","13,315","11,202",152271.00,SC,2022
54091,Mansfield Mill,IPC-Mansfield Mill,9312,LA,WSC,SERC,32213,7,Industrial NAICS Cogen,GEN1,"18,259","16,393","17,617","11,253","18,001","17,876","18,196","18,015","16,509",.,"19,145","19,051",190315.00,MISO,2022
54091,Mansfield Mill,IPC-Mansfield Mill,9312,LA,WSC,SERC,32213,7,Industrial NAICS Cogen,GEN2,"16,480","17,830","20,945","19,511","19,820","18,983","17,670","18,520","16,461",.,"19,897","19,320",205437.00,MISO,2022
54091,Mansfield Mill,IPC-Mansfield Mill,9312,LA,WSC,SERC,32213,7,Industrial NAICS Cogen,GEN3,"18,382","16,260","18,229","16,279","16,572","16,181","17,021","17,250","15,710",.,0,"7,386",159270.00,MISO,2022
54098,Kaukauna Paper Mill,Thilmany LLC,54738,WI,ENC,MRO,322122,7,Industrial NAICS Cogen,GEN1,"3,248","2,883","2,843","1,927","2,167","1,838","1,828","1,638",.,"2,412","2,594","2,801",26179.00,MISO,2022
54098,Kaukauna Paper Mill,Thilmany LLC,54738,WI,ENC,MRO,322122,7,Industrial NAICS Cogen,GEN2,"6,274","5,535","5,918","5,199","4,191","3,789","3,689","2,660",.,"4,664","5,018","5,645",52582.00,MISO,2022
54098,Kaukauna Paper Mill,Thilmany LLC,54738,WI,ENC,MRO,322122,7,Industrial NAICS Cogen,GEN3,"4,114","4,075","3,835","4,186","4,069","5,406","5,957","3,350",.,0,0,0,34992.00,MISO,2022
54098,Kaukauna Paper Mill,Thilmany LLC,54738,WI,ENC,MRO,322122,7,Industrial NAICS Cogen,GEN4,"4,522","4,175","4,502","4,060","3,989","4,289","4,031","2,266",.,0,0,0,31834.00,MISO,2022
54099,Ticonderoga Mill,IPC-Ticonderoga,9350,NY,MAT,NPCC,322122,7,Industrial NAICS Cogen,GEN1,"21,037","19,178","20,414","19,095","4,851","16,244","15,719","15,783","11,849","15,924","18,506","19,664",198262.00,NYIS,2022
54100,International Paper Vicksburg Mill,International Paper Co-Vicksbg,9382,MS,ESC,SERC,322122,7,Industrial NAICS Cogen,GEN1,0,0,0,0,0,0,0,0,0,0,0,0,0.00,MISO,2022
54100,International Paper Vicksburg Mill,International Paper Co-Vicksbg,9382,MS,ESC,SERC,322122,7,Industrial NAICS Cogen,GEN2,"21,098","17,953","19,826",729,"2,528","15,114","16,958","15,904","17,301","14,543","16,608","16,323",174885.00,MISO,2022
54101,Georgia-Pacific Cedar Springs,Georgia-Pacific Cedar Springs LLC,7172,GA,SAT,SERC,32213,7,Industrial NAICS Cogen,GEN1,.,"26,136","27,949","28,767","19,479","27,305","28,300","28,889","26,893","24,986","24,348","15,155",278207.00,SOCO,2022
54101,Georgia-Pacific Cedar Springs,Georgia-Pacific Cedar Springs LLC,7172,GA,SAT,SERC,32213,7,Industrial NAICS Cogen,GEN2,.,"22,254","22,768","16,627",0,"5,045","22,491","29,513","28,436","26,209","24,515","18,066",215924.00,SOCO,2022
54104,Ashdown,Domtar Industries Inc,5262,AR,WSC,SERC,322122,7,Industrial NAICS Cogen,GEN1,"4,933","9,496","9,830","6,388","9,763","7,424","8,048","8,242","12,652","12,625","11,498","8,379",109278.00,SWPP,2022
54104,Ashdown,Domtar Industries Inc,5262,AR,WSC,SERC,322122,7,Industrial NAICS Cogen,GEN2,"18,111","18,127","19,287","11,358","18,112","12,244","14,314","12,882",0,0,0,0,124434.00,SWPP,2022
54104,Ashdown,Domtar Industries Inc,5262,AR,WSC,SERC,322122,7,Industrial NAICS Cogen,GEN3,"20,145","17,767","18,225","14,815","18,676","15,176","16,908","15,554","19,724","20,396","19,456","16,186",213028.00,SWPP,2022
54104,Ashdown,Domtar Industries Inc,5262,AR,WSC,SERC,322122,7,Industrial NAICS Cogen,GEN4,"15,415","12,846","12,005","2,187","9,098","10,943","11,343","12,008","16,221","15,343","20,138","15,879",153425.00,SWPP,2022
54201,Iowa State University,Iowa State University,9434,IA,WNC,MRO,611,5,Commercial NAICS Cogen,GEN3,"4,685","4,215","4,468",0,"1,862","4,363","4,489","2,090","4,471","4,361","4,423","4,629",44056.00,MISO,2022
54201,Iowa State University,Iowa State University,9434,IA,WNC,MRO,611,5,Commercial NAICS Cogen,GEN4,0,0,0,0,0,0,0,0,0,0,0,0,0.00,MISO,2022
54201,Iowa State University,Iowa State University,9434,IA,WNC,MRO,611,5,Commercial NAICS Cogen,GEN5,"4,689","4,224","4,600","4,767","1,684",0,0,"3,364","4,467","4,354","4,404","3,635",40188.00,MISO,2022
54201,Iowa State University,Iowa State University,9434,IA,WNC,MRO,611,5,Commercial NAICS Cogen,GEN6,0,0,0,0,"1,244","4,431","4,501","3,774",0,26,0,905,14881.00,MISO,2022
54207,Clevelandcliffs Warren,Clevelandcliffs Warren,56616,OH,ENC,RFC,3311,7,Industrial NAICS Cogen,GEN1,"1,054",816,611,489,"1,008","1,141","1,728","1,088","1,327","1,175",868,706,12011.00,PJM,2022
54207,Clevelandcliffs Warren,Clevelandcliffs Warren,56616,OH,ENC,RFC,3311,7,Industrial NAICS Cogen,GEN2,0,0,0,0,0,0,0,0,0,0,0,0,0.00,PJM,2022
54207,Clevelandcliffs Warren,Clevelandcliffs Warren,56616,OH,ENC,RFC,3311,7,Industrial NAICS Cogen,GEN3,"4,474","3,884","4,190","3,830","2,758","2,621","2,705","3,149","3,220","2,951","2,761","3,328",39871.00,PJM,2022
54224,Franklin Heating Station,Franklin Heating Station,6738,MN,WNC,MRO,622,5,Commercial NAICS Cogen,GEN1,"1,036",944,831,"1,027","1,070","1,135","1,164","1,216",973,868,375,849,11486.00,MISO,2022
54224,Franklin Heating Station,Franklin Heating Station,6738,MN,WNC,MRO,622,5,Commercial NAICS Cogen,GEN2,928,883,704,934,783,"1,133",907,"1,283",925,448,865,846,10639.00,MISO,2022
54224,Franklin Heating Station,Franklin Heating Station,6738,MN,WNC,MRO,622,5,Commercial NAICS Cogen,GEN3,"3,369","3,135","2,626","2,848","1,738","2,144","3,338","1,642","3,179","2,516","2,827","2,919",32282.00,MISO,2022
54225,Gillette SBMC,The Gillette Company,7209,MA,NEW,NPCC,332,7,Industrial NAICS Cogen,TG2,636,749,948,"1,041","1,113","1,188","2,090","3,022","1,211",821,491,306,13616.00,ISNE,2022
54228,Erving Paper Mills,Erving Paper Mills Inc,5989,MA,NEW,NPCC,322122,7,Industrial NAICS Cogen,2,263,213,185,230,201,177,191,202,205,233,160,247,2506.00,ISNE,2022
54236,Pfizer Groton Plant,Pfizer Inc,14928,CT,NEW,NPCC,325,7,Industrial NAICS Cogen,TG 3,"1,236","1,415","1,474",976,953,13,0,0,299,0,0,42,6407.00,ISNE,2022
54236,Pfizer Groton Plant,Pfizer Inc,14928,CT,NEW,NPCC,325,7,Industrial NAICS Cogen,TG 4,372,182,346,363,560,163,358,238,606,203,6,34,3430.00,ISNE,2022
54236,Pfizer Groton Plant,Pfizer Inc,14928,CT,NEW,NPCC,325,7,Industrial NAICS Cogen,TG5,0,66,121,0,463,"1,177","1,216","1,095","1,036","1,102","1,145","1,402",8823.00,ISNE,2022
54262,Saint Marys Hospital Power Plant,St Mary's Hospital,17897,MN,WNC,MRO,622,5,Commercial NAICS Cogen,4,"1,778","1,578","1,621","1,259","1,864","1,766","1,795","1,807","1,759","1,941","1,619","1,698",20486.00,MISO,2022
54271,Saguaro Power,Saguaro Power Co,16553,NV,MTN,WECC,22,3,NAICS-22 Cogen,CTG1,"25,584","23,433","14,030","23,685","23,848","18,879","23,834","24,390","23,392",0,0,0,201075.00,NEVP,2022
54271,Saguaro Power,Saguaro Power Co,16553,NV,MTN,WECC,22,3,NAICS-22 Cogen,CTG2,"24,472","22,618","15,016","23,537","24,030","19,227","23,239","23,021","22,526",0,0,0,197686.00,NEVP,2022
54271,Saguaro Power,Saguaro Power Co,16553,NV,MTN,WECC,22,3,NAICS-22 Cogen,STG,"18,026","16,795","10,691","17,793","19,340","15,845","19,719","19,777","18,891",0,0,0,156877.00,NEVP,2022
54276,Univ of NC Chapel Hill Cogen Facility,University of North Carolina,19541,NC,SAT,SERC,611,5,Commercial NAICS Cogen,TG3,"8,623","5,428","2,405",-699,-78,-367,-1,420,"1,234","3,758","6,021","8,029",34773.00,DUK,2022
54318,General Chemical,Tata Chemicals Partners,7067,WY,MTN,WECC,325188,7,Industrial NAICS Cogen,TG1,"10,261","5,829","8,031","10,125",0,"6,091","9,968","9,951","5,162","9,914","9,731","10,191",95254.00,PACE,2022
54318,General Chemical,Tata Chemicals Partners,7067,WY,MTN,WECC,325188,7,Industrial NAICS Cogen,TG2,"10,260","9,968","12,051","10,125","13,673","6,253","9,968","9,951","5,162","9,914","9,731","10,191",117247.00,PACE,2022
54321,Goodyear Beaumont Chemical Plant,Goodyear Tire & Rubber Co,7375,TX,WSC,SERC,325,7,Industrial NAICS Cogen,3N80,"8,335","8,314","9,014",.,"8,330","10,160","10,427","10,526","10,525","15,379","10,733","10,396",112139.00,MISO,2022
54333,Bucknell University,Bucknell University,2468,PA,MAT,RFC,611,5,Commercial NAICS Cogen,G001,"3,817","3,395","3,625","3,439","2,837","3,492","3,494","3,240","3,467","3,063","3,475","3,818",41162.00,PJM,2022
54333,Bucknell University,Bucknell University,2468,PA,MAT,RFC,611,5,Commercial NAICS Cogen,G502,448,460,250,121,225,266,386,472,367,0,139,255,3389.00,PJM,2022
54338,Rio Grande Valley Sugar Growers,"Rio Grande Valley Sugar Growers, Inc.",16098,TX,WSC,TRE,311,7,Industrial NAICS Cogen,GENA,1,0,49,27,0,0,0,0,0,0,0,5,82.00,ERCO,2022
54338,Rio Grande Valley Sugar Growers,"Rio Grande Valley Sugar Growers, Inc.",16098,TX,WSC,TRE,311,7,Industrial NAICS Cogen,GENB,2,0,72,32,0,0,0,0,0,0,0,3,109.00,ERCO,2022
54338,Rio Grande Valley Sugar Growers,"Rio Grande Valley Sugar Growers, Inc.",16098,TX,WSC,TRE,311,7,Industrial NAICS Cogen,GENC,2,0,10,0,0,0,0,0,0,0,0,1,13.00,ERCO,2022
54338,Rio Grande Valley Sugar Growers,"Rio Grande Valley Sugar Growers, Inc.",16098,TX,WSC,TRE,311,7,Industrial NAICS Cogen,GEND,2,0,152,84,0,0,0,0,0,0,0,4,242.00,ERCO,2022
54349,Nevada Cogen Associates 2 Black Mountain,Nevada Cogeneration Assoc # 2,13365,NV,MTN,WECC,22,3,NAICS-22 Cogen,GTA,"15,437","14,416","12,224","15,026","14,423","15,437","13,537","13,590","13,543","14,183","13,142","15,204",170162.00,NEVP,2022
54349,Nevada Cogen Associates 2 Black Mountain,Nevada Cogeneration Assoc # 2,13365,NV,MTN,WECC,22,3,NAICS-22 Cogen,GTB,"15,431","14,593","11,361","14,929","15,227","15,431","14,417","14,231","14,061","13,778","13,868","4,480",161807.00,NEVP,2022
54349,Nevada Cogen Associates 2 Black Mountain,Nevada Cogeneration Assoc # 2,13365,NV,MTN,WECC,22,3,NAICS-22 Cogen,GTC,"15,618","14,011","12,252","14,716","15,127","15,618","14,042","14,546","14,305","13,209","13,699","15,472",172615.00,NEVP,2022
54349,Nevada Cogen Associates 2 Black Mountain,Nevada Cogeneration Assoc # 2,13365,NV,MTN,WECC,22,3,NAICS-22 Cogen,STM,"15,936","14,102","11,918","16,164","18,074","15,936","19,536","20,520","19,014","15,112","15,573","8,811",190696.00,NEVP,2022
54350,Nevada Cogen Assoc#1 GarnetVly,Nevada Cogeneration Assoc # 1,13399,NV,MTN,WECC,22,3,NAICS-22 Cogen,GTA,"15,169","13,975","15,035","11,376","15,032","14,043","14,134","13,321","13,214","14,486","15,326","13,572",168683.00,NEVP,2022
54350,Nevada Cogen Assoc#1 GarnetVly,Nevada Cogeneration Assoc # 1,13399,NV,MTN,WECC,22,3,NAICS-22 Cogen,GTB,"16,266","14,752","16,030","11,518","15,727","14,798","15,354","15,280","14,969","15,441","15,798","16,228",182161.00,NEVP,2022
54350,Nevada Cogen Assoc#1 GarnetVly,Nevada Cogeneration Assoc # 1,13399,NV,MTN,WECC,22,3,NAICS-22 Cogen,GTC,"16,029","14,489","15,835","12,057","15,468","14,526","15,013","14,951","14,645","14,492","15,381","9,491",172377.00,NEVP,2022
54350,Nevada Cogen Assoc#1 GarnetVly,Nevada Cogeneration Assoc # 1,13399,NV,MTN,WECC,22,3,NAICS-22 Cogen,STM,"14,907","13,918","16,062","12,369","17,011","17,008","18,710","19,640","18,346","16,396","14,798","11,597",190762.00,NEVP,2022
54372,University of Colorado,University of Colorado,22208,CO,MTN,WECC,611,5,Commercial NAICS Cogen,GT1,193,31,0,0,0,0,"1,401",344,392,24,333,62,2780.00,PSCO,2022
54372,University of Colorado,University of Colorado,22208,CO,MTN,WECC,611,5,Commercial NAICS Cogen,GT2,0,0,0,0,0,0,0,212,0,218,0,102,532.00,PSCO,2022
54372,University of Colorado,University of Colorado,22208,CO,MTN,WECC,611,5,Commercial NAICS Cogen,ST1,0,0,0,0,0,0,0,0,0,0,0,0,0.00,PSCO,2022
54374,Sinclair Oil Refinery,HF Sinclair Parco Refining LLC,24205,WY,MTN,WECC,32411,7,Industrial NAICS Cogen,NO2,104,158,198,167,117,47,78,68,72,124,138,101,1371.00,PACE,2022
54374,Sinclair Oil Refinery,HF Sinclair Parco Refining LLC,24205,WY,MTN,WECC,32411,7,Industrial NAICS Cogen,NO3,436,457,464,429,379,445,387,345,291,0,0,0,3633.00,PACE,2022
54407,Waupun Correctional Central Heating Plt,State of Wisconsin,18028,WI,ENC,MRO,92214,5,Commercial NAICS Cogen,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00,MISO,2022
54407,Waupun Correctional Central Heating Plt,State of Wisconsin,18028,WI,ENC,MRO,92214,5,Commercial NAICS Cogen,2,0,0,0,0,0,0,0,0,0,0,0,0,0.00,MISO,2022
54408,UW Madison Charter Street Plant,State of Wisconsin,18028,WI,ENC,MRO,611,5,Commercial NAICS Cogen,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00,MISO,2022
54409,Dartmouth College Heating Plant,Dartmouth College,4823,NH,NEW,NPCC,611,5,Commercial NAICS Cogen,GEN1,995,347,248,107,350,118,43,0,0,0,1,414,2624.00,ISNE,2022
54409,Dartmouth College Heating Plant,Dartmouth College,4823,NH,NEW,NPCC,611,5,Commercial NAICS Cogen,GEN2,479,439,110,154,82,204,280,449,307,38,365,358,3265.00,ISNE,2022
54409,Dartmouth College Heating Plant,Dartmouth College,4823,NH,NEW,NPCC,611,5,Commercial NAICS Cogen,GEN3,334,742,"1,027",745,88,8,78,31,42,783,797,618,5292.00,ISNE,2022
54427,Gaylord Container Bogalusa,Temple-Inland Corp,7043,LA,WSC,SERC,322122,7,Industrial NAICS Cogen,NO10,"10,054","9,634","9,514","14,391","15,942","14,088","11,669","13,837","10,041","16,860","11,669","13,298",150996.00,MISO,2022
54427,Gaylord Container Bogalusa,Temple-Inland Corp,7043,LA,WSC,SERC,322122,7,Industrial NAICS Cogen,NO8,"8,328","6,506","2,722","8,037","8,629","8,115","7,661","7,712","7,566","8,667","7,661","7,880",89485.00,MISO,2022
54427,Gaylord Container Bogalusa,Temple-Inland Corp,7043,LA,WSC,SERC,322122,7,Industrial NAICS Cogen,NO9,"20,436","18,794","12,690","16,753","17,032","17,104","16,503","15,175","13,743","18,756","16,503","19,510",202999.00,MISO,2022
54429,Alabama Pine Pulp,Alabama River Cellulose LLC,57356,AL,ESC,SERC,322,7,Industrial NAICS Cogen,GEN2,"30,678","33,180","32,720","36,614","32,833","32,697","33,399","29,049","9,850","8,734","33,376","34,807",347938.00,SOCO,2022
54472,Simplot Phosphates,Simplot Phosphates LLC,16968,WY,MTN,WECC,325311,7,Industrial NAICS Cogen,GEN1,"8,077","2,864","7,740","7,552","4,348","8,265","8,170","7,758","8,622","8,291","7,882","8,726",88296.00,PACE,2022
54533,Southern Minnesota Beet Sugar,Southern Minnesota Beet Sugar,17604,MN,WNC,MRO,311,7,Industrial NAICS Cogen,1,"1,167","1,019","1,674","1,812","2,069","2,320","4,192","4,152",147,567,"2,006","2,873",23998.00,MISO,2022
54537,Ferndale Generating Station,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,1,Electric Utility,CT1A,"22,362","14,748","1,428",-77,-72,"4,736","27,619","40,966","54,005","55,641","49,618","49,924",320898.00,PSEI,2022
54537,Ferndale Generating Station,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,1,Electric Utility,CT1B,"22,362","14,748","1,428",-77,-72,"4,736","27,619","40,966","54,005","55,641","49,618","49,924",320898.00,PSEI,2022
54537,Ferndale Generating Station,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,1,Electric Utility,ST1,"19,432","13,132","1,228",-77,-72,"4,449","29,349","44,566","61,604","63,028","54,053","49,146",339838.00,PSEI,2022
54547,Sithe Independence Station,Sithe/Independence LLC,17254,NY,MAT,NPCC,22,3,NAICS-22 Cogen,1,"121,483","103,893","53,880",0,"5,049","56,980","72,634","78,006","44,699","26,855","2,511","61,530",627519.00,NYIS,2022
54547,Sithe Independence Station,Sithe/Independence LLC,17254,NY,MAT,NPCC,22,3,NAICS-22 Cogen,2,"118,551","100,393","38,001",790,"2,977","50,401","95,991","86,408","58,155","40,764","17,956","67,504",677891.00,NYIS,2022
54547,Sithe Independence Station,Sithe/Independence LLC,17254,NY,MAT,NPCC,22,3,NAICS-22 Cogen,3,"104,549","85,268","18,188","12,180","2,316","28,748","57,843","65,129","26,485","14,649","1,181","77,108",493645.00,NYIS,2022
54547,Sithe Independence Station,Sithe/Independence LLC,17254,NY,MAT,NPCC,22,3,NAICS-22 Cogen,4,"109,261","86,642","35,297","12,921","3,103","30,266","58,206","69,135","40,338","14,834","3,250","68,726",531980.00,NYIS,2022
54547,Sithe Independence Station,Sithe/Independence LLC,17254,NY,MAT,NPCC,22,3,NAICS-22 Cogen,5,"132,972","114,448","50,691",484,"4,737","63,513","99,039","95,114","59,878","38,473","11,873","74,907",746130.00,NYIS,2022
54547,Sithe Independence Station,Sithe/Independence LLC,17254,NY,MAT,NPCC,22,3,NAICS-22 Cogen,6,"124,427","102,711","31,053","14,814","3,142","37,067","72,039","79,233","39,900","17,103","2,518","82,262",606267.00,NYIS,2022
54625,Covanta Plymouth Renewable Energy,Covanta Plymouth Renewable Energy L P,56646,PA,MAT,RFC,562212,4,Commercial NAICS Non-Cogen,TGI,"17,680","14,086","18,970","14,583","12,583","17,649","17,455","16,634","16,729","15,700","16,308","18,645",197022.00,PJM,2022
54627,Okeelanta Cogeneration,New Hope Power Company,13492,FL,SAT,SERC,22,3,NAICS-22 Cogen,GEN1,804,0,0,"1,259",919,"10,020","17,361","7,722","2,814","4,305",171,325,45700.00,FPL,2022
54627,Okeelanta Cogeneration,New Hope Power Company,13492,FL,SAT,SERC,22,3,NAICS-22 Cogen,GEN2,"2,929","4,215","6,041",792,0,0,0,0,0,641,"4,116","4,658",23392.00,FPL,2022
54634,St Nicholas Cogen Project,Schuylkill Energy Resource Inc,16793,PA,MAT,RFC,22,3,NAICS-22 Cogen,SNCP,"58,354","36,555","53,977","53,950","57,243","59,301","56,452","56,074","30,769","54,299","54,853","59,491",631318.00,PJM,2022
54646,Kalaeloa Cogen Plant,Kalaeloa Partners LP,9989,HI,PACN,,22,3,NAICS-22 Cogen,CT1,"22,344","14,017","42,946","38,556","35,916","34,009","37,514","44,876","48,048","48,887","45,738","48,311",461162.00,,2022
54646,Kalaeloa Cogen Plant,Kalaeloa Partners LP,9989,HI,PACN,,22,3,NAICS-22 Cogen,CT2,"48,511","26,947","42,451","36,529","32,473","30,588","39,363","44,406","47,980","48,689","44,474","48,815",491226.00,,2022
54646,Kalaeloa Cogen Plant,Kalaeloa Partners LP,9989,HI,PACN,,22,3,NAICS-22 Cogen,ST,"19,783","11,516","26,350","22,305","18,297","15,897","23,025","24,244","25,352","26,238","25,920","28,674",267601.00,,2022
54656,International Paper Riegelwood Mill,International Paper Co-Riegelwood,9210,NC,SAT,SERC,32213,7,Industrial NAICS Cogen,NO 1,"5,836","5,577","3,238","5,177","5,861","5,906","5,955","6,248","6,087","6,315","5,976","5,828",68003.00,CPLE,2022
54656,International Paper Riegelwood Mill,International Paper Co-Riegelwood,9210,NC,SAT,SERC,32213,7,Industrial NAICS Cogen,NO3,"27,517","26,597","13,748","22,618","26,179","28,380","28,612","28,992","27,195","29,836","27,744","29,296",316713.00,CPLE,2022
54667,Chino Mines,FreePort-McMoRan-Corp-Chino Mines,3670,NM,MTN,WECC,2122,6,Industrial NAICS Non-Cogen,7,0,0,0,0,0,0,0,0,0,0,0,0,0.00,PNM,2022
54667,Chino Mines,FreePort-McMoRan-Corp-Chino Mines,3670,NM,MTN,WECC,2122,6,Industrial NAICS Non-Cogen,9,98,0,"2,316","2,962","3,134",0,0,"3,799","1,975",542,79,"3,964",18869.00,PNM,2022
54676,Oyster Creek Unit VIII,Dow Chemical Company-Oyster Creek VIII,5374,TX,WSC,TRE,22,3,NAICS-22 Cogen,G81,"36,588",0,"42,666","50,884","50,491","49,263","50,750","50,997","39,891","52,967","38,869","54,390",517756.00,ERCO,2022
54676,Oyster Creek Unit VIII,Dow Chemical Company-Oyster Creek VIII,5374,TX,WSC,TRE,22,3,NAICS-22 Cogen,G82,"58,000","51,739","55,654","51,409","51,739","50,163","51,505","51,670","50,815","54,035","53,827","55,390",635946.00,ERCO,2022
54676,Oyster Creek Unit VIII,Dow Chemical Company-Oyster Creek VIII,5374,TX,WSC,TRE,22,3,NAICS-22 Cogen,G83,"55,567","50,154","53,855","49,794","50,544","49,052","50,259","50,362","49,449","52,360","51,967","51,879",615242.00,ERCO,2022
54676,Oyster Creek Unit VIII,Dow Chemical Company-Oyster Creek VIII,5374,TX,WSC,TRE,22,3,NAICS-22 Cogen,G84,"81,354","73,467","84,199","84,541","83,326","77,764","78,874","80,425","75,105","76,781","74,972","73,359",944167.00,ERCO,2022
54694,Yuma Cogeneration Associates,Falcon Power Operating Company,49919,AZ,MTN,WECC,22,3,NAICS-22 Cogen,GEN1,0,0,338,0,452,0,0,"5,650","6,853",218,"2,130","16,255",31896.00,AZPS,2022
54694,Yuma Cogeneration Associates,Falcon Power Operating Company,49919,AZ,MTN,WECC,22,3,NAICS-22 Cogen,GEN2,0,0,96,0,202,0,0,"2,758","3,712",110,948,"7,457",15283.00,AZPS,2022
54746,Wheelabrator Falls,Wheelabrator Environmental Systems,20541,PA,MAT,RFC,22,2,NAICS-22 Non-Cogen,WFI1,"19,978","10,561","27,961","25,298","23,845","16,808","20,651","21,332","18,080","20,553","27,709","26,681",259457.00,PJM,2022
54749,Goal Line LP,Goal Line LP,22269,CA,PACC,WECC,22,3,NAICS-22 Cogen,CTG,0,0,456,751,0,499,335,"3,014","3,469",0,262,0,8786.00,CISO,2022
54749,Goal Line LP,Goal Line LP,22269,CA,PACC,WECC,22,3,NAICS-22 Cogen,STG,0,0,106,165,0,123,0,670,892,0,59,0,2015.00,CISO,2022
54758,Wheelabrator Lisbon,Wheelabrator Environmental Systems,20541,CT,NEW,NPCC,22,2,NAICS-22 Non-Cogen,GEN1,"8,527","7,626","8,566","5,630","9,345","9,027","8,380","9,081","8,749","7,231","8,201","9,229",99592.00,ISNE,2022
54761,Hermiston Generating Plant,Hermiston Generating Co LP,8503,OR,PACC,WECC,22,3,NAICS-22 Cogen,GEN1,"50,354","48,021","49,610","47,132","24,867","1,214","27,583","58,577","57,959","62,605","57,166","58,390",543478.00,PACW,2022
54761,Hermiston Generating Plant,Hermiston Generating Co LP,8503,OR,PACC,WECC,22,3,NAICS-22 Cogen,GEN2,"80,643","76,687","79,286","74,237","39,172","1,929","43,556","92,388","91,288","98,824","91,132","92,505",861647.00,PACW,2022
54761,Hermiston Generating Plant,Hermiston Generating Co LP,8503,OR,PACC,WECC,22,3,NAICS-22 Cogen,GEN3,"33,481","17,948","4,028","52,569","48,087","37,960","45,787","52,134","51,345","1,771","8,561","58,718",412389.00,PACW,2022
54761,Hermiston Generating Plant,Hermiston Generating Co LP,8503,OR,PACC,WECC,22,3,NAICS-22 Cogen,GEN4,"52,674","28,233","6,343","83,433","77,057","60,991","72,860","82,735","81,412","2,806","13,433","92,563",654540.00,PACW,2022
54775,University of Iowa Main Power Plant,University of Iowa,19539,IA,WNC,MRO,611,5,Commercial NAICS Cogen,GEN12,"2,420","1,894","2,602","2,502","2,462","2,621","2,859","2,509","2,917","2,657","2,758","2,431",30633.00,MISO,2022
54775,University of Iowa Main Power Plant,University of Iowa,19539,IA,WNC,MRO,611,5,Commercial NAICS Cogen,GEN13,"2,021","1,676","1,797","1,356","1,074",997,"1,469","1,514","1,242","1,448","1,881","2,510",18985.00,MISO,2022
54775,University of Iowa Main Power Plant,University of Iowa,19539,IA,WNC,MRO,611,5,Commercial NAICS Cogen,GEN6,0,0,0,0,0,0,0,0,0,3,7,"1,381",1391.00,MISO,2022
54795,Domino Sugar Baltimore,"American Sugar Refining, Inc.",5277,MD,SAT,RFC,311,7,Industrial NAICS Cogen,GEN1,"2,200","2,241","2,921","1,522",0,83,.,"1,314",307,"1,561","2,384","2,814",17348.00,PJM,2022
54795,Domino Sugar Baltimore,"American Sugar Refining, Inc.",5277,MD,SAT,RFC,311,7,Industrial NAICS Cogen,GEN2,989,"1,301","2,461",935,451,537,.,"1,070",550,"1,116","1,367","1,758",12536.00,PJM,2022
54795,Domino Sugar Baltimore,"American Sugar Refining, Inc.",5277,MD,SAT,RFC,311,7,Industrial NAICS Cogen,GEN4,622,0,412,"1,120","3,312","3,481",.,"1,776","3,205","1,357",0,0,15284.00,PJM,2022
54802,Mead Coated Board,Mead Coated Board Inc,12222,AL,ESC,SERC,32213,7,Industrial NAICS Cogen,GEN1,0,"9,978","23,168","22,874","23,774","21,537","21,523","21,308","20,025","6,661","21,474","21,668",213990.00,SOCO,2022
54802,Mead Coated Board,Mead Coated Board Inc,12222,AL,ESC,SERC,32213,7,Industrial NAICS Cogen,GEN2,"38,785","31,661","20,834","30,627","29,269","33,156","33,841","30,393","29,644","27,270","32,022","30,159",367661.00,SOCO,2022
54809,University of Washington Power Plant,University of Washington,19664,WA,PACC,WECC,611,4,Commercial NAICS Non-Cogen,TG2,.,.,.,.,.,.,.,.,0,0,0,0,0.00,SCL,2022
54809,University of Washington Power Plant,University of Washington,19664,WA,PACC,WECC,611,5,Commercial NAICS Cogen,TG2,"2,027","1,771","1,701","1,814",.,863,810,0,.,.,.,.,8987.00,SCL,2022
54829,Bristol Myers Squibb New Brunswick,Bristol-Myers Squibb Co,2265,NJ,MAT,RFC,325,7,Industrial NAICS Cogen,GEN2,0,0,0,0,2,0,20,16,0,0,0,0,38.00,PJM,2022
54832,Brandywine Power Facility,"KMC Thermo, LLC",14410,MD,SAT,RFC,22,3,NAICS-22 Cogen,1,"2,584","7,875","10,005","16,509","17,859","18,576","14,967","13,664","18,983","2,189","1,090","6,917",131218.00,PJM,2022
54832,Brandywine Power Facility,"KMC Thermo, LLC",14410,MD,SAT,RFC,22,3,NAICS-22 Cogen,2,"2,310","7,815","10,064","16,460","18,262","18,546","14,967","14,481","15,371","2,229",90,"11,818",132413.00,PJM,2022
