Vehicle Type,Engine Package,Model Year,Production (000),Production Share,2-Cycle MPG,Real-World MPG,Real-World MPG_City,Real-World MPG_Hwy,Real-World CO2 (g/mi),Real-World CO2_City (g/mi),Real-World CO2_Hwy (g/mi),Weight (lbs),Footprint (sq. ft.),Engine Displacement,Horsepower (HP),Acceleration (0-60 time in seconds),HP/Engine Displacement,HP/Weight (lbs),Ton-MPG (Real-World),Drivetrain - Front,Drivetrain - 4WD,Drivetrain - Rear,Transmission - Manual,Transmission - Automatic,Transmission - Lockup,Transmission - CVT (Hybrid),Transmission - Other,Transmission - CVT (Non-Hybrid)
"Sedan/Wagon","Carb, Fixed Valve Timing, Multi-Valve","2010","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","Carb, Fixed Valve Timing, Multi-Valve","2011","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","Carb, Fixed Valve Timing, Multi-Valve","2012","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","Carb, Fixed Valve Timing, Multi-Valve","2013","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","Carb, Fixed Valve Timing, Multi-Valve","2014","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","Carb, Fixed Valve Timing, Multi-Valve","2015","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","Carb, Fixed Valve Timing, Multi-Valve","2016","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","Carb, Fixed Valve Timing, Multi-Valve","2017","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","Carb, Fixed Valve Timing, Multi-Valve","2018","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","Carb, Fixed Valve Timing, Multi-Valve","2019","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","Carb, Fixed Valve Timing, Multi-Valve","Prelim. 2020","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","TBI, Fixed Valve Timing, Two-Valve","1986","3132.053","0.284349","28.45342","24.18829","21.74881","27.91865","367.40920","408.62003","318.31768","2999.160","-","158.3496","97.9071","14.2566","0.637457","0.032553","36.32953","0.854","0.000","0.146","0.100","0.238","0.662","0.000","0.000","0.000"
"Sedan/Wagon","TBI, Fixed Valve Timing, Two-Valve","1987","3273.917","0.305076","29.30272","24.82169","22.22945","28.70984","358.03357","399.78492","309.54545","2919.654","-","147.5079","96.6094","14.3467","0.670876","0.032987","36.34330","0.927","0.002","0.070","0.149","0.260","0.591","0.000","0.000","0.000"
"Sedan/Wagon","TBI, Fixed Valve Timing, Two-Valve","1988","3026.729","0.281930","30.67519","25.86709","23.20566","29.72552","343.56397","382.96688","298.96867","2840.045","-","140.9020","96.9795","14.4161","0.708864","0.033880","36.90005","0.954","0.013","0.033","0.199","0.110","0.691","0.000","0.000","0.000"
"Sedan/Wagon","TBI, Fixed Valve Timing, Two-Valve","1989","2344.826","0.234056","29.70549","24.99739","22.11817","29.19714","355.51712","401.79631","304.37915","2953.735","-","156.6408","105.0808","13.5191","0.698618","0.035132","37.06962","0.916","0.008","0.076","0.143","0.105","0.752","0.000","0.000","0.000"
"Sedan/Wagon","TBI, Fixed Valve Timing, Two-Valve","1990","1477.413","0.167702","30.46931","25.53588","22.55295","29.78188","348.02006","394.05044","298.40291","2925.191","-","144.7997","101.2266","12.8639","0.716502","0.034423","37.44630","0.931","0.010","0.058","0.140","0.096","0.764","0.000","0.000","0.000"
"Sedan/Wagon","TBI, Fixed Valve Timing, Two-Valve","1991","1446.409","0.169692","29.45882","24.65322","21.47402","29.20567","360.48026","413.84884","304.29024","3032.296","-","163.7396","108.5269","12.7279","0.698029","0.035202","37.41748","0.808","0.010","0.182","0.153","0.032","0.815","0.000","0.000","0.000"
"Sedan/Wagon","TBI, Fixed Valve Timing, Two-Valve","1992","687.724","0.084823","29.52164","24.57430","21.58153","28.64882","361.63791","411.78734","310.20474","3098.699","-","180.0000","111.5824","12.4990","0.682290","0.034915","38.04859","0.701","0.000","0.299","0.195","0.084","0.721","0.000","0.000","0.000"
"Sedan/Wagon","TBI, Fixed Valve Timing, Two-Valve","1993","579.385","0.068514","30.62510","25.36500","22.28756","29.43064","350.36475","398.74255","301.96424","3036.773","-","165.9743","104.5884","11.9376","0.690133","0.033619","38.54146","0.777","0.011","0.212","0.248","0.055","0.697","0.000","0.000","0.000"
"Sedan/Wagon","TBI, Fixed Valve Timing, Two-Valve","1994","430.821","0.051196","34.19456","28.02346","25.07482","31.64388","317.12714","354.41927","280.84423","2622.463","-","117.9505","84.0869","12.5868","0.741450","0.031831","37.21787","1.000","0.000","0.000","0.303","0.117","0.580","0.000","0.000","0.000"
"Sedan/Wagon","TBI, Fixed Valve Timing, Two-Valve","1995","109.075","0.011609","38.86715","31.43633","28.77570","34.43154","282.69840","308.83698","258.10640","2364.623","-","92.9579","73.5996","13.4613","0.831269","0.030846","37.94264","1.000","0.000","0.000","0.399","0.348","0.254","0.000","0.000","0.000"
"Sedan/Wagon","TBI, Fixed Valve Timing, Two-Valve","1996","86.458","0.010958","42.45542","33.95894","31.40760","36.67589","261.69840","282.95703","242.31174","2143.685","-","85.9988","65.5972","14.2945","0.778449","0.030564","37.06750","1.000","0.000","0.000","0.429","0.571","0.000","0.000","0.000","0.000"
"Sedan/Wagon","TBI, Fixed Valve Timing, Two-Valve","1997","66.657","0.007998","40.30514","32.13244","29.61834","34.76716","276.57404","300.05062","255.61477","2201.513","-","75.5089","67.0908","14.5992","0.889094","0.030411","35.91531","1.000","0.000","0.000","0.263","0.737","0.000","0.000","0.000","0.000"
"Sedan/Wagon","TBI, Fixed Valve Timing, Two-Valve","1998","11.550","0.001449","53.57460","41.98644","38.08460","46.11911","211.66360","233.34890","192.69671","2000.000","-","60.0000","55.0000","15.2528","0.916667","0.027500","41.98644","1.000","0.000","0.000","1.000","0.000","0.000","0.000","0.000","0.000"
"Sedan/Wagon","TBI, Fixed Valve Timing, Two-Valve","1999","7.837","0.000936","50.26700","39.34259","35.37434","43.53269","225.88750","251.22732","204.14542","2000.000","-","61.0000","55.0000","15.1824","0.901639","0.027500","39.34259","1.000","0.000","0.000","1.000","0.000","0.000","0.000","0.000","0.000"
"Sedan/Wagon","TBI, Fixed Valve Timing, Two-Valve","2000","5.099","0.000559","50.81570","39.37054","35.77353","42.98014","225.72717","248.42392","206.76990","2000.000","-","61.0000","55.0000","14.6105","0.901639","0.027500","39.37054","0.000","0.000","1.000","1.000","0.000","0.000","0.000","0.000","0.000"
"Sedan/Wagon","TBI, Fixed Valve Timing, Two-Valve","2001","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","TBI, Fixed Valve Timing, Two-Valve","2002","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","TBI, Fixed Valve Timing, Two-Valve","2003","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","TBI, Fixed Valve Timing, Two-Valve","2004","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","TBI, Fixed Valve Timing, Two-Valve","2005","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","TBI, Fixed Valve Timing, Two-Valve","2006","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","TBI, Fixed Valve Timing, Two-Valve","2007","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","TBI, Fixed Valve Timing, Two-Valve","2008","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","TBI, Fixed Valve Timing, Two-Valve","2009","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","TBI, Fixed Valve Timing, Two-Valve","2010","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","TBI, Fixed Valve Timing, Two-Valve","2011","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","TBI, Fixed Valve Timing, Two-Valve","2012","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","TBI, Fixed Valve Timing, Two-Valve","2013","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","TBI, Fixed Valve Timing, Two-Valve","2014","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","TBI, Fixed Valve Timing, Two-Valve","2015","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","TBI, Fixed Valve Timing, Two-Valve","2016","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","TBI, Fixed Valve Timing, Two-Valve","2017","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","TBI, Fixed Valve Timing, Two-Valve","2018","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","TBI, Fixed Valve Timing, Two-Valve","2019","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sedan/Wagon","TBI, Fixed Valve Timing, Two-Valve","Prelim. 2020","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","TBI, Fixed Valve Timing, Two-Valve","1999","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","TBI, Fixed Valve Timing, Two-Valve","2000","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","TBI, Fixed Valve Timing, Two-Valve","2001","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","TBI, Fixed Valve Timing, Two-Valve","2002","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","TBI, Fixed Valve Timing, Two-Valve","2003","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","TBI, Fixed Valve Timing, Two-Valve","2004","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","TBI, Fixed Valve Timing, Two-Valve","2005","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","TBI, Fixed Valve Timing, Two-Valve","2006","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","TBI, Fixed Valve Timing, Two-Valve","2007","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","TBI, Fixed Valve Timing, Two-Valve","2008","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","TBI, Fixed Valve Timing, Two-Valve","2009","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","TBI, Fixed Valve Timing, Two-Valve","2010","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","TBI, Fixed Valve Timing, Two-Valve","2011","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","TBI, Fixed Valve Timing, Two-Valve","2012","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","TBI, Fixed Valve Timing, Two-Valve","2013","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","TBI, Fixed Valve Timing, Two-Valve","2014","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","TBI, Fixed Valve Timing, Two-Valve","2015","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","TBI, Fixed Valve Timing, Two-Valve","2016","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","TBI, Fixed Valve Timing, Two-Valve","2017","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","TBI, Fixed Valve Timing, Two-Valve","2018","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","TBI, Fixed Valve Timing, Two-Valve","2019","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Truck SUV","TBI, Fixed Valve Timing, Two-Valve","Prelim. 2020","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Pickup","TBI, Fixed Valve Timing, Two-Valve","1999","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Pickup","TBI, Fixed Valve Timing, Two-Valve","2000","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Pickup","TBI, Fixed Valve Timing, Two-Valve","2001","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Pickup","TBI, Fixed Valve Timing, Two-Valve","2002","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Pickup","TBI, Fixed Valve Timing, Two-Valve","2003","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Pickup","TBI, Fixed Valve Timing, Two-Valve","2004","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Pickup","TBI, Fixed Valve Timing, Two-Valve","2005","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Pickup","TBI, Fixed Valve Timing, Two-Valve","2006","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Pickup","TBI, Fixed Valve Timing, Two-Valve","2007","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Pickup","TBI, Fixed Valve Timing, Two-Valve","2008","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Pickup","TBI, Fixed Valve Timing, Two-Valve","2009","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Pickup","TBI, Fixed Valve Timing, Two-Valve","2010","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Pickup","TBI, Fixed Valve Timing, Two-Valve","2011","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Pickup","TBI, Fixed Valve Timing, Two-Valve","2012","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Pickup","TBI, Fixed Valve Timing, Two-Valve","2013","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Pickup","TBI, Fixed Valve Timing, Two-Valve","2014","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Pickup","TBI, Fixed Valve Timing, Two-Valve","2015","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Pickup","TBI, Fixed Valve Timing, Two-Valve","2016","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Pickup","TBI, Fixed Valve Timing, Two-Valve","2017","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Pickup","TBI, Fixed Valve Timing, Two-Valve","2018","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Pickup","TBI, Fixed Valve Timing, Two-Valve","2019","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Pickup","TBI, Fixed Valve Timing, Two-Valve","Prelim. 2020","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","TBI, Fixed Valve Timing, Two-Valve","1999","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","TBI, Fixed Valve Timing, Two-Valve","2000","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","TBI, Fixed Valve Timing, Two-Valve","2001","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","TBI, Fixed Valve Timing, Two-Valve","2002","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","TBI, Fixed Valve Timing, Two-Valve","2003","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","TBI, Fixed Valve Timing, Two-Valve","2004","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","TBI, Fixed Valve Timing, Two-Valve","2005","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","TBI, Fixed Valve Timing, Two-Valve","2006","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","TBI, Fixed Valve Timing, Two-Valve","2007","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","TBI, Fixed Valve Timing, Two-Valve","2008","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","TBI, Fixed Valve Timing, Two-Valve","2009","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","TBI, Fixed Valve Timing, Two-Valve","2010","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","TBI, Fixed Valve Timing, Two-Valve","2011","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
